0.000000	50.000001	0.000000
0.002000	50.000001	0.000000
0.004000	50.000001	0.122638
0.006000	50.000001	0.408794
0.008000	50.000001	0.858467
0.010000	50.000001	1.389898
0.012000	50.000001	2.064408
0.014000	50.000001	2.841116
0.016000	50.000001	3.679142
0.018000	50.000001	4.619368
0.020000	50.000001	5.620912
0.022000	50.000001	6.683775
0.024000	50.000001	7.807958
0.026000	50.000001	8.952580
0.028000	50.000001	10.138081
0.030000	50.000001	11.364462
0.032000	50.000001	12.611283
0.034000	50.000001	13.858103
0.036000	50.000001	15.125363
0.038000	50.000001	16.392623
0.040000	50.000001	17.680324
0.042000	50.000001	18.947583
0.044000	50.000001	20.214843
0.046000	50.000001	21.482105
0.048000	50.000001	22.728924
0.050000	50.000001	23.955306
0.052000	50.000001	25.181687
0.054000	50.000001	26.387625
0.056000	50.000001	27.552689
0.058000	50.000001	28.717753
0.060000	50.000001	29.841933
0.062000	50.000001	30.945675
0.064000	50.000001	32.008542
0.066000	50.000001	33.050964
0.068000	50.000001	34.072949
0.070000	50.000001	35.054051
0.072000	50.000001	35.994279
0.074000	50.000001	36.914060
0.076000	50.000001	37.792970
0.078000	50.000001	38.630996
0.080000	50.000001	39.448584
0.082000	50.000001	40.225290
0.084000	50.000001	40.961119
0.086000	50.000001	41.676505
0.088000	50.000001	42.351020
0.090000	50.000001	42.984647
0.092000	50.000001	43.597837
0.094000	50.000001	44.190588
0.096000	50.000001	44.722019
0.098000	50.000001	45.253451
0.100000	50.000001	45.744005
0.102000	50.000001	46.193678
0.104000	50.000001	46.622913
0.106000	50.000001	47.031704
0.108000	50.000001	47.399619
0.110000	50.000001	47.747095
0.112000	50.000001	48.094566
0.114000	50.000001	48.401161
0.116000	50.000001	48.666879
0.118000	50.000001	49.177872
0.120000	50.000001	49.402708
0.122000	50.000001	49.607102
0.124000	50.000001	49.791062
0.126000	50.000001	49.954578
0.128000	50.000001	50.097656
0.130000	50.000001	50.240734
0.132000	50.000001	50.363374
0.134000	50.000001	50.465571
0.136000	50.000001	50.547329
0.138000	50.000001	50.629087
0.140000	50.000001	50.690407
0.142000	50.000001	50.751727
0.144000	50.000001	50.813047
0.146000	50.000001	50.853924
0.148000	50.000001	50.874362
0.150000	50.000001	50.894801
0.152000	50.000001	50.915244
0.154000	50.000001	50.915244
0.156000	50.000001	50.915244
0.158000	50.000001	50.915244
0.160000	50.000001	50.915244
0.162000	50.000001	50.915244
0.164000	50.000001	50.894801
0.166000	50.000001	50.894801
0.168000	50.000001	50.894801
0.170000	50.000001	50.894801
0.172000	50.000001	50.874362
0.174000	50.000001	50.874362
0.176000	50.000001	50.874362
0.178000	50.000001	50.874362
0.180000	50.000001	50.853924
0.182000	50.000001	50.853924
0.184000	50.000001	50.853924
0.186000	50.000001	50.853924
0.188000	50.000001	50.853924
0.190000	50.000001	50.853924
0.192000	50.000001	50.833486
0.194000	50.000001	50.833486
0.196000	50.000001	50.833486
0.198000	50.000001	50.833486
0.200000	50.000001	50.833486
0.202000	50.000001	50.833486
0.204000	50.000001	50.833486
0.206000	50.000001	50.813047
0.208000	50.000001	50.813047
0.210000	50.000001	50.813047
0.212000	50.000001	50.813047
0.214000	50.000001	50.813047
0.216000	50.000001	50.813047
0.218000	50.000001	50.813047
0.220000	50.000001	50.792604
0.222000	50.000001	50.792604
0.224000	50.000001	50.792604
0.226000	50.000001	50.792604
0.228000	50.000001	50.792604
0.230000	50.000001	50.792604
0.232000	50.000001	50.792604
0.234000	50.000001	50.792604
0.236000	50.000001	50.792604
0.238000	50.000001	50.792604
0.240000	50.000001	50.792604
0.242000	50.000001	50.792604
0.244000	50.000001	50.792604
0.246000	50.000001	50.792604
0.248000	50.000001	50.792604
0.250000	50.000001	50.792604
0.252000	50.000001	50.792604
0.254000	50.000001	50.792604
0.256000	50.000001	50.792604
0.258000	50.000001	50.792604
0.260000	50.000001	50.792604
0.262000	50.000001	50.792604
0.264000	50.000001	50.792604
0.266000	50.000001	50.772166
0.268000	50.000001	50.772166
0.270000	50.000001	50.772166
0.272000	50.000001	50.772166
0.274000	50.000001	50.772166
0.276000	50.000001	50.772166
0.278000	50.000001	50.772166
0.280000	50.000001	50.772166
0.282000	50.000001	50.772166
0.284000	50.000001	50.772166
0.286000	50.000001	50.772166
0.288000	50.000001	50.772166
0.290000	50.000001	50.772166
0.292000	50.000001	50.772166
0.294000	50.000001	50.772166
0.296000	50.000001	50.772166
0.298000	50.000001	50.772166
0.300000	50.000001	50.772166
0.302000	50.000001	50.772166
0.304000	50.000001	50.772166
0.306000	50.000001	50.772166
0.308000	50.000001	50.772166
0.310000	50.000001	50.772166
0.312000	50.000001	50.772166
0.314000	50.000001	50.772166
0.316000	50.000001	50.772166
0.318000	50.000001	50.772166
0.320000	50.000001	50.772166
0.322000	50.000001	50.772166
0.324000	50.000001	50.772166
0.326000	50.000001	50.772166
0.328000	50.000001	50.772166
0.330000	50.000001	50.772166
0.332000	50.000001	50.772166
0.334000	50.000001	50.772166
0.336000	50.000001	50.772166
0.338000	50.000001	50.772166
0.340000	50.000001	50.772166
0.342000	50.000001	50.772166
0.344000	50.000001	50.772166
0.346000	50.000001	50.772166
0.348000	50.000001	50.772166
0.350000	50.000001	50.772166
0.352000	50.000001	50.772166
0.354000	50.000001	50.772166
0.356000	50.000001	50.772166
0.358000	50.000001	50.772166
0.360000	50.000001	50.772166
0.362000	50.000001	50.772166
0.364000	50.000001	50.772166
0.366000	50.000001	50.772166
0.368000	50.000001	50.772166
0.370000	50.000001	50.772166
0.372000	50.000001	50.772166
0.374000	50.000001	50.772166
0.376000	50.000001	50.772166
0.378000	50.000001	50.772166
0.380000	50.000001	50.772166
0.382000	50.000001	50.772166
0.384000	50.000001	50.772166
0.386000	50.000001	50.772166
0.388000	50.000001	50.772166
0.390000	50.000001	50.772166
0.392000	50.000001	50.772166
0.394000	50.000001	50.772166
0.396000	50.000001	50.772166
0.398000	50.000001	50.772166
0.400000	50.000001	50.772166
0.402000	50.000001	50.772166
0.404000	50.000001	50.772166
0.406000	50.000001	50.772166
0.408000	50.000001	50.772166
0.410000	50.000001	50.772166
0.412000	50.000001	50.772166
0.414000	50.000001	50.772166
0.416000	50.000001	50.772166
0.418000	50.000001	50.772166
0.420000	50.000001	50.772166
0.422000	50.000001	50.772166
0.424001	50.000001	50.772166
0.426001	50.000001	50.772166
0.428001	50.000001	50.772166
0.430001	50.000001	50.772166
0.432001	50.000001	50.772166
0.434001	50.000001	50.772166
0.436001	50.000001	50.772166
0.438001	50.000001	50.772166
0.440001	50.000001	50.772166
0.442001	50.000001	50.772166
0.444001	50.000001	50.772166
0.446001	50.000001	50.772166
0.448001	50.000001	50.772166
0.450001	50.000001	50.772166
0.452001	50.000001	50.772166
0.454001	50.000001	50.772166
0.456001	50.000001	50.772166
0.458001	50.000001	50.772166
0.460001	50.000001	50.772166
0.462001	50.000001	50.772166
0.464001	50.000001	50.772166
0.466001	50.000001	50.772166
0.468001	50.000001	50.772166
0.470001	50.000001	50.772166
0.472001	50.000001	50.772166
0.474001	50.000001	50.772166
0.476001	50.000001	50.772166
0.478001	50.000001	50.772166
0.480001	50.000001	50.772166
0.482001	50.000001	50.772166
0.484001	50.000001	50.772166
0.486001	50.000001	50.772166
0.488001	50.000001	50.772166
0.490001	50.000001	50.772166
0.492001	50.000001	50.772166
0.494001	50.000001	50.772166
0.496001	50.000001	50.772166
0.498001	50.000001	50.772166
0.500001	50.000001	50.772166
0.502001	50.000001	50.772166
0.504001	50.000001	50.772166
0.506001	50.000001	50.772166
0.508001	50.000001	50.772166
0.510001	50.000001	50.772166
0.512001	50.000001	50.772166
0.514000	50.000001	50.772166
0.516000	50.000001	50.772166
